"","year","locality","n_offers","average_price_nominal_euros","average_price_m2_nominal_euros"
"1044","2019","Sandweiler",103,1244351.7,6091.403
"1045","2019","Sanem",267,869737,4446.38
"1046","2019","Schengen",72,751493.51,3674.03
"1047","2019","Schieren",36,843384.44,4498.923
"1048","2019","Schifflange",85,815894.12,4682.193
"1049","2019","Schuttrange",80,1357663.6,5533.854
"1050","2019","Stadtbredimus",78,987396.15,3715.079
"1051","2019","Steinfort",198,1075727.3,4434.209
"1052","2019","Steinsel",91,1540155.3,6490.608
"1053","2019","Strassen",51,1621750.9,7424.209
"1054","2019","Tandel",0,NA,NA
"1055","2019","Troisvierges",92,741726.67,3992.16
"1056","2019","Useldange",59,744662.41,4053.216
"1057","2019","Vallée de l'Ernz",55,772004.05,4385.68
"1058","2019","Vianden",38,553526.32,3824.864
"1059","2019","Vichten",100,992221.28,4517.081
"1060","2019","Wahl",11,NA,NA
"1061","2019","Waldbillig",27,NA,NA
"1062","2019","Waldbredimus",40,1082425.8,5145.286
"1063","2019","Walferdange",59,1440262.2,6636.738
"1064","2019","Weiler-la-Tour",55,1121421.3,5296.581
"1065","2019","Weiswampach",113,615076.74,3903.223
"1066","2019","Wiltz",177,580239.47,3315.955
"1067","2019","Wincrange",149,529375.33,3365.352
"1068","2019","Winseler",12,NA,NA
"1069","2019","Wormeldange",92,1017426.4,5336.409
"1070","2020","Beaufort",56,742411.89,3886.183
"1071","2020","Bech",11,NA,NA
"1072","2020","Beckerich",77,989659.14,5798.755
"1073","2020","Berdorf",8,NA,NA
"1074","2020","Bertrange",629,1891532.5,9078.719
"1075","2020","Bettembourg",156,1043473.9,5919.413
"1076","2020","Bettendorf",132,953785.7,6533.536
"1077","2020","Betzdorf",18,NA,NA
"1078","2020","Bissen",26,NA,NA
"1079","2020","Biwer",14,NA,NA
"1080","2020","Boulaide",47,758868.17,3845.065
"1081","2020","Bourscheid",11,NA,NA
"1082","2020","Bous",20,NA,NA
"1083","2020","Clervaux",205,1057434.9,5128.416
"1084","2020","Colmar-Berg",38,833315.79,5513.564
"1085","2020","Consdorf",16,NA,NA
"1086","2020","Contern",53,1398622.8,7150.978
"1087","2020","Dalheim",44,987400.45,5426.887
"1088","2020","Diekirch",26,NA,NA
"1089","2020","Differdange",424,821865.11,5100.917
"1090","2020","Dippach",146,1450331.8,6492.973
"1091","2020","Dudelange",249,969099.03,5660.419
"1092","2020","Echternach",51,854000,5171.338
"1093","2020","Ell",29,NA,NA
"1094","2020","Erpeldange",7,NA,NA
"1095","2020","Esch-sur-Alzette",322,811075.06,5071.725
"1096","2020","Esch-sur-Sûre",86,716856.74,4136.246
"1097","2020","Ettelbruck",1199,986259.27,5713.685
"1098","2020","Feulen",35,896852,4999.62
"1099","2020","Fischbach",4,NA,NA
"1100","2020","Flaxweiler",33,1131816.8,5359.379
"1101","2020","Frisange",58,1387222.1,6328.53
"1102","2020","Garnich",74,1180683.1,5527.373
"1103","2020","Goesdorf",26,NA,NA
"1104","2020","Grevenmacher",74,938308.64,5657.125
"1105","2020","Grosbous",19,NA,NA
"1106","2020","Habscht",112,1019755.7,5038.08
"1107","2020","Heffingen",12,NA,NA
"1108","2020","Helperknapp",160,1115020.9,5031.132
"1109","2020","Hesperange",103,1489864.1,7686.345
"1110","2020","Junglinster",162,1309725.6,6558.399
"1111","2020","Kaerjeng",159,1132388,5925.479
"1112","2020","Kayl",124,889709.68,4575.196
"1113","2020","Kehlen",562,1361380.5,8310.256
"1114","2020","Kiischpelt",18,NA,NA
"1115","2020","Koerich",202,1203615.9,6128.683
"1116","2020","Kopstal",69,1978531.3,7569.612
"1117","2020","Lac de la Haute-Sûre",44,705276.93,3521.446
"1118","2020","Larochette",33,932393.94,4724.692
"1119","2020","Lenningen",25,NA,NA
"1120","2020","Leudelange",33,1534375.6,7363.524
"1121","2020","Lintgen",36,1035611.1,5748.131
"1122","2020","Lorentzweiler",80,1453594.3,6574.75
"1123","2020","Luxembourg",1050,1606490.2,9527.811
"1124","2020","Mamer",431,1430028.2,7030.886
"1125","2020","Manternach",100,1004278.4,5459.214
"1126","2020","Mersch",387,1234759.6,6109.676
"1127","2020","Mertert",103,973419.83,4941.763
"1128","2020","Mertzig",37,940986.16,4362.532
"1129","2020","Mondercange",72,1359549.4,6107.561
"1130","2020","Mondorf-les-Bains",92,994292.3,5345
"1131","2020","Niederanven",93,1749576.2,8091.712
"1132","2020","Nommern",8,NA,NA
"1133","2020","Parc Hosingen",89,743688.74,4688.807
"1134","2020","Pétange",203,746943.55,4850.497
"1135","2020","Préizerdaul",23,NA,NA
"1136","2020","Putscheid",6,NA,NA
"1137","2020","Rambrouch",201,727879.16,3588.449
"1138","2020","Reckange-sur-Mess",78,1327709.2,5726.506
"1139","2020","Redange-sur-Attert",62,864533.03,4541.128
"1140","2020","Reisdorf",21,NA,NA
"1141","2020","Remich",363,1211462.2,7478.598
"1142","2020","Roeser",168,1451332.8,6791.402
"1143","2020","Rosport-Mompach",48,808627.4,4484.155
"1144","2020","Rumelange",65,732384.62,4837.649
"1145","2020","Saeul",4,NA,NA
"1146","2020","Sandweiler",25,NA,NA
"1147","2020","Sanem",226,943515.13,5368.408
"1148","2020","Schengen",69,592932.2,3840.677
"1149","2020","Schieren",29,NA,NA
"1150","2020","Schifflange",206,1149982.6,6190.277
"1151","2020","Schuttrange",185,2010936.7,8983.075
"1152","2020","Stadtbredimus",30,1126950,4850.487
"1153","2020","Steinfort",48,1277576.9,5799.771
"1154","2020","Steinsel",59,1675187.9,7321.496
"1155","2020","Strassen",37,1814700,8629.778
"1156","2020","Tandel",0,NA,NA
"1157","2020","Troisvierges",62,726341.52,4066.665
"1158","2020","Useldange",25,NA,NA
"1159","2020","Vallée de l'Ernz",45,898436.42,4660.438
"1160","2020","Vianden",13,NA,NA
"1161","2020","Vichten",40,1028126.4,4516.654
"1162","2020","Wahl",10,NA,NA
"1163","2020","Waldbillig",25,NA,NA
"1164","2020","Waldbredimus",30,988816.57,5301.541
"1165","2020","Walferdange",101,1520943,8413.039
"1166","2020","Weiler-la-Tour",23,NA,NA
"1167","2020","Weiswampach",55,608804.04,4066.589
"1168","2020","Wiltz",152,657216.85,3545.305
"1169","2020","Wincrange",110,587987.15,3813.492
"1170","2020","Winseler",19,NA,NA
"1171","2020","Wormeldange",72,997358.51,5849.745
